"Domain","Site Rank","Year online","Name","Media Bias/Fact Check","MBFC Fact","MBFC Bias","MisinfoMe","Wikipedia","Lang","URL","MBFC cred","",""
"empireherald.com","30000000","2016","Empire Herald","https://mediabiasfactcheck.com/empire-herald/","L","FN","-1.0","https://en.wikipedia.org/wiki/List_of_fake_news_websites","en","https://empireherald.com/","L","",""
"empirestatetoday.com","30000000","2019","Empire State Today","https://mediabiasfactcheck.com/empire-state-today-bias/","M","FN","-1","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://empirestatetoday.com/","L","",""
"en-volve.com","1863584","2016","En-volve","https://mediabiasfactcheck.com/en-volve/","VL","FN","-1.0","","en","https://en-volve.com/","L","",""
"en.bbarta24.net","30000000","2015","Bbarta24,net","https://mediabiasfactcheck.com/bbarta24/","M","FN","0.0","","en","https://en.bbarta24.net/","L","",""
"en.granma.cu","30000000","","Granma","https://mediabiasfactcheck.com/granma-cuba-bias/","M","FN","0.0","","en","https://en.granma.cu/","L","",""
"en.majalla.com","30000000","","The Majalla","https://mediabiasfactcheck.com/al-majalla/","M","FN","0.5","https://en.wikipedia.org/wiki/The_Majalla","en","https://en.majalla.com/","L","",""
"en.mehrnews.com","30000000","2002","Mehr News Agency","https://mediabiasfactcheck.com/mehr-news-agency/","M","FN","0.0","https://en.wikipedia.org/wiki/Mehr_News_Agency","en","https://en.mehrnews.com/","L","",""
"en.mercopress.com","30000000","1996","MercoPress","https://mediabiasfactcheck.com/mercopress/","M","FN","0.0","","en","https://en.mercopress.com/","L","",""
"en.metapedia.org","30000000","","Metapedia","https://mediabiasfactcheck.com/metapedia/","L","FN","-0.4","https://en.wikipedia.org/wiki/Metapedia","en","https://en.metapedia.org/","L","",""
"en.newsner.com","30000000","","Newsner","https://mediabiasfactcheck.com/newsner/","VL","FN","0.0","","en","https://en.newsner.com/","L","",""
"enchantmentstatenews.com","30000000","2019","Enchantment State News","https://mediabiasfactcheck.com/enchantment-state-news-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://enchantmentstatenews.com/","L","",""
"endthefed.org","12561973","2015","End the Fed","https://mediabiasfactcheck.com/end-the-fed/","L","FN","0.0","","en","https://endthefed.org/","L","",""
"english.alarabiya.net","30000000","1999","Al Arabiya","https://mediabiasfactcheck.com/al-arabiya/","M","FN","0.2","https://en.wikipedia.org/wiki/Al_Arabiya_English","en","https://english.alarabiya.net/","L","",""
"english.almanar.com.lb","30000000","","Al-Manar English","https://mediabiasfactcheck.com/al-manar/","M","FN","0.1","","en","https://english.almanar.com.lb/","L","",""
"english.almayadeen.net","30000000","","Al Mayadeen","https://mediabiasfactcheck.com/al-mayadeen-bias/","M","FN","","https://en.wikipedia.org/wiki/Al_Mayadeen","en","https://english.almayadeen.net/","L","",""
"english.cctv.com","30000000","1997","CCTV International","https://mediabiasfactcheck.com/cctv-america/","M","FN","0.1","https://en.wikipedia.org/wiki/China_Central_Television","en","https://english.cctv.com/","L","",""
"escapeallthesethings.com","2966708","2004","Escape all these Things","https://mediabiasfactcheck.com/escape-all-these-things/","L","CP","0.4","","en","https://escapeallthesethings.com/","L","",""
"eugenics.news","12840379","","Eugenics.News","https://mediabiasfactcheck.com/eugenics-news/","VL","CP","0.0","","en","https://eugenics.news/","L","",""
"europe-israel.org","2874796","2010","Europe-Israel News","https://mediabiasfactcheck.com/europe-israel-news/","M","FN","-0.6","","en","https://www.europe-israel.org/","L","",""
"europereloaded.com","1204489","2016","Europe Reloaded","https://mediabiasfactcheck.com/europe-reloaded/","L","CP","","","en","https://www.europereloaded.com/","L","",""
"eutimes.net","1179643","2009","The European Union Times","https://mediabiasfactcheck.com/the-european-union-times/","L","CP","-0.1","","en","https://eutimes.net/","L","",""
"everetttimes.com","30000000","2022","Everett Times","https://mediabiasfactcheck.com/everett-times-bias/","M","FN","","https://en.wikipedia.org/wiki/The_American_Independent","en","https://everetttimes.com/","L","",""
"everylegalvote.com","30000000","2020","Every Legal Vote","https://mediabiasfactcheck.com/every-legal-vote/","L","FN","0.0","","en","https://everylegalvote.com/","L","",""
"everytown.org","158971","2009","Everytown for Gun Safety","https://mediabiasfactcheck.com/everytown-for-gun-safety/","M","FN","0.1","https://en.wikipedia.org/wiki/Everytown_for_Gun_Safety","en","https://everytown.org/","L","",""
"evil.news","6264961","2015","Evil.News","https://mediabiasfactcheck.com/evil-news/","L","FN","0.0","https://en.wikipedia.org/wiki/Natural_News","en","https://evil.news/","L","",""
"evolutionnews.org","260560","2004","Evolution News and Views","https://mediabiasfactcheck.com/evolution-news-and-views/","L","CP","0.1","","en","https://evolutionnews.org/","L","",""
"ex.24smi.info","30000000","","Агрегатор 24СМИ","https://mediabiasfactcheck.com/агрегатор-24сми-bias/","L","FN","0.2","","ru","https://ex.24smi.info/top/","L","",""
"exopolitics.org","424458","2003","Exopolitics","https://mediabiasfactcheck.com/exopolitics-bias/","L","CP","0.2","","en","https://exopolitics.org/","L","",""
"explainlife.com","30000000","2004","Explain Life","https://mediabiasfactcheck.com/explain-life/","VL","FN","-1.0","","en","https://explainlife.com/","L","",""
"expose-news.com","80819","2022","The Expose","https://mediabiasfactcheck.com/the-daily-expose/","VL","CP","0.4","https://en.wikipedia.org/wiki/The_Expos%C3%A9","en","https://expose-news.com/","L","",""
"extinction.news","30000000","","Extinction.News","https://mediabiasfactcheck.com/extinction-news-bias/","VL","CP","","https://en.wikipedia.org/wiki/Natural_News","en","https://extinction.news/","L","",""
"extraordinaryinfo.com","20677406","2019","Extraordinary News","https://mediabiasfactcheck.com/extraordinary-news/","M","CP","0.0","https://en.wikipedia.org/wiki/Extraordinary_You","en","https://extraordinaryinfo.com/","L","",""
"fabiosa.com","9061935","2015","Fabiosa","https://mediabiasfactcheck.com/fabiosa/","M","CP","0.0","","en","https://fabiosa.com/","L","",""
"factcheck.news","10151246","","FactCheck.News","https://mediabiasfactcheck.com/factcheck-news-bias/","VL","CP","","https://en.wikipedia.org/wiki/Natural_News","en","https://factcheck.news/","L","",""
"factcheckingturkey.com","30000000","2015","Fact Checking Turkey","https://mediabiasfactcheck.com/fact-checking-turkey/","M","FN","0.0","","en","https://factcheckingturkey.com/","L","",""
"factswanted.com","30000000","2017","Facts Wanted","https://mediabiasfactcheck.com/facts-wanted/","M","FN","0.0","","en","https://factswanted.com/","L","",""
"fairfieldreporter.com","30000000","","Fairfield Reporter","https://mediabiasfactcheck.com/fairfield-reporter-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fairfieldreporter.com/","L","",""
"fairporteducationalalliance.org","3374426","2022","Fairport Educational Alliance","https://mediabiasfactcheck.com/fairport-educational-alliance-bias/","M","FN","","","en","https://fairporteducationalalliance.org/","L","",""
"fairus.org","549611","1995","The Federation for American Immigration Reform","https://mediabiasfactcheck.com/the-federation-for-american-immigration-reform-fair/","L","FN","0.2","https://en.wikipedia.org/wiki/Federation_for_American_Immigration_Reform","en","https://www.fairus.org/","L","",""
"faithpanda.com","4369100","2016","FaithPanda","https://mediabiasfactcheck.com/faithpanda/","M","CP","0.0","","en","https://faithpanda.com/","L","",""
"familysurvivalheadlines.com","30000000","2016","Family Survival Headlines","https://mediabiasfactcheck.com/family-survival-headlines/","M","FN","0.0","","en","https://familysurvivalheadlines.com/","L","",""
"fargostandard.com","30000000","","Fargo Standard","https://mediabiasfactcheck.com/fargo-standard-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fargostandard.com/","L","",""
"farminsurancenews.com","30000000","2017","Farm Insurance News","https://mediabiasfactcheck.com/farm-insurance-news-bias/","M","FN","","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://farminsurancenews.com/","L","",""
"farsnews.ir","25894","","Fars News Agency","https://mediabiasfactcheck.com/fars-news/","M","FN","-0.8","https://en.wikipedia.org/wiki/Fars_News_Agency","fa","https://www.farsnews.ir/","L","",""
"fayettevillestandard.com","30000000","2019","Fayetteville Standard","https://mediabiasfactcheck.com/fayetteville-standard/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fayettevillestandard.com/","L","",""
"fayettevilletoday.com","30000000","2019","Fayetteville Today","https://mediabiasfactcheck.com/fayetteville-today-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fayettevilletoday.com/","L","",""
"fda.news","15463870","","FDA.News","https://mediabiasfactcheck.com/fda-news-bias/","VL","CP","","https://en.wikipedia.org/wiki/Natural_News","en","https://fda.news/","L","",""
"fdahealthnews.com","30000000","2019","FDA Health News","https://mediabiasfactcheck.com/fda-health-news-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fdahealthnews.com/","L","",""
"fdareporter.com","30000000","2019","FDA Reporter","https://mediabiasfactcheck.com/fda-reporter-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fdareporter.com/","L","",""
"federalistpress.com","30000000","2012","Federalist Press","https://mediabiasfactcheck.com/federalist-press/","M","FN","-0.1","","en","https://federalistpress.com/","L","",""
"fellowshipoftheminds.com","7489463","2013","Fellowship of the Minds","https://mediabiasfactcheck.com/fellowship-of-the-minds/","L","CP","-0.9","","en","https://fellowshipoftheminds.com/","L","",""
"filmingcops.com","30000000","2013","Filming Cops","https://mediabiasfactcheck.com/filming-cops/","M","FN","0.0","","en","https://filmingcops.com/","L","",""
"findlaytimes.com","16066099","","Findlay Times","https://mediabiasfactcheck.com/findlay-times-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://findlaytimes.com/","L","",""
"fingerlakestoday.com","30000000","2019","Finger Lakes Today","https://mediabiasfactcheck.com/finger-lakes-today-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fingerlakestoday.com/","L","",""
"fireboebert.com","9779012","2022","Fire Boebert","https://mediabiasfactcheck.com/fireboebert-com-bias/","M","FN","0.6","","en","https://www.fireboebert.com/","L","",""
"firstinfreedomdaily.com","30000000","2016","First in Freedom Daily","https://mediabiasfactcheck.com/first-freedom-daily/","M","FN","0.0","","en","https://firstinfreedomdaily.com/","L","",""
"firststatetimes.com","30000000","2019","First State Times","https://mediabiasfactcheck.com/first-state-times/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://firststatetimes.com/","L","",""
"fl24.net","9731152","2019","FL24.net","https://mediabiasfactcheck.com/fl24-net/","M","FN","-0.2","","fr","https://fl24.net/","L","",""
"flagandcross.com","528126","2018","Flag & Cross","https://mediabiasfactcheck.com/flag-cross/","M","FN","0.0","","en","https://flagandcross.com/","L","",""
"flcatholictribune.com","30000000","2020","Catholic Tribune - Florida","https://mediabiasfactcheck.com/catholic-tribune-florida-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://flcatholictribune.com/","L","",""
"floridacapitalstar.com","11031830","2021","Florida Capital Star","https://mediabiasfactcheck.com/florida-capital-star-bias/","M","FN","","https://en.wikipedia.org/wiki/The_Tennessee_Star","en","https://floridacapitalstar.com/","L","",""
"floridaparishnews.com","30000000","2019","Florida Parish News","https://mediabiasfactcheck.com/florida-parish-news-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://floridaparishnews.com/","L","",""
"focusonthefamily.com","28852","1999","Focus on the Family","https://mediabiasfactcheck.com/focus-on-the-family/","L","FN","0.7","https://en.wikipedia.org/wiki/Focus_on_the_Family","en","https://www.focusonthefamily.com/","L","",""
"food.news","2768261","","Food.News","https://mediabiasfactcheck.com/food-news/","VL","CP","0.0","https://en.wikipedia.org/wiki/Natural_News","en","https://food.news/","L","",""
"foodbabe.com","596175","2007","Food Babe","https://mediabiasfactcheck.com/food-babe/","M","CP","-0.1","https://en.wikipedia.org/wiki/Vani_Hari","en","https://foodbabe.com/","L","",""
"foodmatters.com","546608","2001","Food Matters","https://mediabiasfactcheck.com/food-matters/","M","CP","0.0","https://en.wikipedia.org/wiki/Food_Matters","en","https://www.foodmatters.com/","L","",""
"foothillsreview.com","30000000","2019","Foothills Review","https://mediabiasfactcheck.com/foothills-review-bias/","H","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://foothillsreview.com/","L","",""
"foreignpolicyi.org","1738470","2009","Foreign Policy","https://mediabiasfactcheck.com/foreign-policy-initiative/","M","FN","0.0","","en","https://foreignpolicyi.org/","L","",""
"foreverconscious.com","198955","2013","Forever Conscious","https://mediabiasfactcheck.com/forever-conscious/","L","CP","0.3","","en","https://foreverconscious.com/","L","",""
"fortherightnews.com","30000000","2017","For the Right News","https://mediabiasfactcheck.com/for-the-right-news/","L","FN","0.0","","en","https://www.fortherightnews.com/","L","",""
"fortsmithtimes.com","30000000","2019","Fort Smith Times","https://mediabiasfactcheck.com/fort-smith-times/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fortsmithtimes.com/","L","",""
"foxnews.com","147","1995","Fox News","https://mediabiasfactcheck.com/fox-news/","M","FN","0.0","https://en.wikipedia.org/wiki/Fox_News","en","https://www.foxnews.com/","L","",""
"fr.sputniknews.com","30000000","2011","Sputnik France","https://mediabiasfactcheck.com/sputnik-news-agency-france-bias/","VL","FN","0.0","https://en.wikipedia.org/wiki/RT_(TV_network)","fr","https://fr.sputniknews.com/","L","",""
"fr24news.com","30000000","2019","FR24 News","https://mediabiasfactcheck.com/fr24-news/","M","FN","0.0","","en","https://www.fr24news.com/","L","",""
"frankspeech.com","130028","2016","Frank Speech","https://mediabiasfactcheck.com/frank-speech-mike-lindell/","VL","FN","0.6","https://en.wikipedia.org/wiki/Mike_Lindell#Frank","en","https://www.frankspeech.com/","L","",""
"frc.org","372268","1995","Family Research Council","https://mediabiasfactcheck.com/family-research-council/","L","FN","0.2","https://en.wikipedia.org/wiki/Family_Research_Council","en","https://frc.org/","L","",""
"free-speechfront.info","30000000","2019","Free-Speech Front","https://mediabiasfactcheck.com/free-speech-front/","L","FN","-0.6","","en","http://www.free-speechfront.info/","L","",""
"freedom.news","30000000","2015","Freedom.News","https://mediabiasfactcheck.com/freedom-news/","VL","CP","0.0","https://en.wikipedia.org/wiki/Natural_News","en","https://freedom.news/","L","",""
"freedomadvocates.org","30000000","2006","Freedom Advocates","https://mediabiasfactcheck.com/freedom-advocates-agenda-21/","L","CP","0.0","","en","https://www.freedomadvocates.org/","L","",""
"freedomainradio.com","993602","2006","Freedomain Radio","https://mediabiasfactcheck.com/freedomain-radio/","L","CP","-0.3","https://en.wikipedia.org/wiki/Stefan_Molyneux","en","https://www.freedomainradio.com/","L","",""
"freedomdaily.com","16038355","2013","Freedom Daily","https://mediabiasfactcheck.com/freedom-daily/","L","FN","-1.0","","en","https://www.freedomdaily.com/","L","",""
"freedomfirstnetwork.com","1467024","2020","Freedom First Network","https://mediabiasfactcheck.com/freedom-first-network/","L","FN","-0.6","","en","https://freedomfirstnetwork.com/","L","",""
"freedomnewsreport.com","30000000","2017","Freedom News Report","https://mediabiasfactcheck.com/freedom-news-report/","M","FN","0.0","","en","https://www.freedomnewsreport.com/","L","",""
"freedomproject.com","2093813","2002","FreedomProject Media","https://mediabiasfactcheck.com/freedomproject-media/","L","FN","0.1","","en","https://freedomproject.com/","L","",""
"freetelegraph.com","30000000","2017","The Free Telegraph","https://mediabiasfactcheck.com/the-free-telegraph/","M","FN","0.0","https://en.wikipedia.org/wiki/The_Free_Telegraph","en","https://freetelegraph.com/","L","",""
"freewestmedia.com","2813414","2016","Free West Media","https://mediabiasfactcheck.com/free-west-media/","M","FN","0.0","","en","https://freewestmedia.com/","L","",""
"freeworldnews.tv","304751","2021","Banned.Video","https://mediabiasfactcheck.com/freeworldnews-tv/","VL","CP","0.0","","en","https://freeworldnews.tv/","L","",""
"freshoffthepress.org","405897","2020","Fresh off the Press","https://mediabiasfactcheck.com/fresh-off-the-press-bias/","M","FN","","","en","https://www.freshoffthepress.org/","L","",""
"fresnoleader.com","12176622","2019","Fresno Leader","https://mediabiasfactcheck.com/fresno-leader/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://fresnoleader.com/","L","",""
"friatider.se","29609","2009","Fria Tider","https://mediabiasfactcheck.com/fria-tider-free-times/","L","FN","-0.8","","sv","https://www.friatider.se/","L","",""
"friendsofscience.org","753660","2002","Friends of Science","https://mediabiasfactcheck.com/friends-of-science/","M","CP","0.0","https://en.wikipedia.org/wiki/Friends_of_Science","en","https://friendsofscience.org/","L","",""
"fromthetrenchesworldreport.com","3427355","2010","From the Trenches World Report","https://mediabiasfactcheck.com/from-the-trenches-world-report/","L","CP","-0.5","","en","https://fromthetrenchesworldreport.com/","L","",""
"front.moveon.org","30000000","1998","MoveOn","https://mediabiasfactcheck.com/move-on/","M","FN","0.2","https://en.wikipedia.org/wiki/MoveOn","en","https://front.moveon.org/","L","",""
"frontpagemag.com","123233","1998","FrontPage Magazine","https://mediabiasfactcheck.com/frontpage-magazine/","L","FN","-0.7","https://en.wikipedia.org/wiki/FrontPage_Magazine","en","https://www.frontpagemag.com/","L","",""
"frontpagenewspaper.com","80975","2014","Frontpage Newspaper","https://mediabiasfactcheck.com/front-page-news-paper-bias/","M","FN","0.6","","en","https://frontpagenewspaper.com/","L","",""
"ftwaynetimes.com","30000000","2019","Ft Wayne Times","https://mediabiasfactcheck.com/ft-wayne-times-bias/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://ftwaynetimes.com/","L","",""
"fury.news","30000000","","Fury News","https://mediabiasfactcheck.com/fury-news/","VL","FN","0.0","","en","https://www.fury.news/","L","",""
"gadsdentoday.com","30000000","2019","Gadsden Today","https://mediabiasfactcheck.com/gadsden-today/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://gadsdentoday.com/","L","",""
"gaia.com","17638","1992","Gaia","https://mediabiasfactcheck.com/gaia/","L","CP","0.0","https://en.wikipedia.org/wiki/Gaia,_Inc.","en","https://www.gaia.com/","L","",""
"galesburgreporter.com","9597650","2017","Galesburg Reporter","https://mediabiasfactcheck.com/galesburg-reporter/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://galesburgreporter.com/","L","",""
"gardenstatetimes.com","30000000","2019","Garden State Times","https://mediabiasfactcheck.com/garden-state-times-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://gardenstatetimes.com/","L","",""
"gastoniatimes.com","30000000","2019","Gastonia Times","https://mediabiasfactcheck.com/gastonia-times-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://gastoniatimes.com/","L","",""
"gatestoneinstitute.org","125683","2012","Gatestone Institute","https://mediabiasfactcheck.com/gatestone-institute/","M","FN","0.0","https://en.wikipedia.org/wiki/Gatestone_Institute","en","https://www.gatestoneinstitute.org/","L","",""
"gazeta.ru","1079","","Gazeta.ru","https://mediabiasfactcheck.com/gazeta-ru-bias/","M","FN","0.5","https://en.wikipedia.org/wiki/Gazeta.Ru","ru","https://www.gazeta.ru/","L","",""
"gbnews.com","1387","2003","GB News UK","https://mediabiasfactcheck.com/gb-news-uk-bias/","M","FN","0.6","https://en.wikipedia.org/wiki/GB_News","en","https://www.gbnews.com/","L","",""
"gear.news","9488880","","Gear.News","https://mediabiasfactcheck.com/gear-news-bias/","VL","CP","","","en","https://gear.news/","L","",""
"gellerreport.com","179772","2016","Geller Report","https://mediabiasfactcheck.com/geller-report/","L","FN","-1.0","https://en.wikipedia.org/wiki/Pamela_Geller","en","https://gellerreport.com/","L","",""
"gemstatewire.com","30000000","2019","Gem State Wire","https://mediabiasfactcheck.com/gem-state-wire/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://gemstatewire.com/","L","",""
"gender.news","30000000","2017","Gender.news","https://mediabiasfactcheck.com/gender-news-bias/","VL","CP","","https://en.wikipedia.org/wiki/Natural_News","en","https://gender.news/","L","",""
"geneseenews.com","6816427","2019","Genesee News","https://mediabiasfactcheck.com/genesee-news-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://geneseenews.com/","L","",""
"genzconservative.com","30000000","2018","Gen Z Conservative","https://mediabiasfactcheck.com/gen-z-conservative/","M","FN","0.0","","en","https://genzconservative.com/","L","",""
"geoengineering.news","30000000","","Geoengineering.News","https://mediabiasfactcheck.com/geoengineering-news/","VL","CP","0.0","https://en.wikipedia.org/wiki/Natural_News","en","https://geoengineering.news/","L","",""
"geoengineeringwatch.org","477619","2009","GeoEngineering Watch","https://mediabiasfactcheck.com/geoengineering-watch/","L","CP","-0.6","","en","https://www.geoengineeringwatch.org/","L","",""
"geopol.institute","30000000","2020","Geopolitical Studies Institute","https://mediabiasfactcheck.com/national-policy-institute/","L","FN","0.0","","en","https://geopol.institute/","L","",""
"geopoliticaleconomy.com","1172942","2015","Geopolitical Economy Report","https://mediabiasfactcheck.com/geopolitical-economy-report-bias/","M","CP","","","en","https://geopoliticaleconomy.com/","L","",""
"geopolitics.co","905778","2015","Covert Geopolitics","https://mediabiasfactcheck.com/covert-geopolitics/","M","CP","0.0","","en","https://geopolitics.co/","L","",""
"georgiamountainnews.com","30000000","2019","Georgia Mountain News","https://mediabiasfactcheck.com/georgia-mountain-news/","M","FN","0.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://georgiamountainnews.com/","L","",""
"georgiastarnews.com","5719406","2020","Georgia Star News","https://mediabiasfactcheck.com/georgia-star-news-bias/","M","FN","","https://en.wikipedia.org/wiki/The_Tennessee_Star","en","https://georgiastarnews.com/","L","",""
"getholistichealth.com","20689087","2003","Get Holistic Health","https://mediabiasfactcheck.com/get-holistic-health/","L","CP","-0.9","","en","https://www.getholistichealth.com/","L","",""
"gettr.com","35449","2008","GETTR","https://mediabiasfactcheck.com/gettr/","L","FN","-0.6","https://en.wikipedia.org/wiki/Gettr","en","https://gettr.com/","L","",""
"ghost.report","2213553","","Ghost.Report","https://mediabiasfactcheck.com/ghost-report/","M","FN","0.0","","en","https://ghost.report/","L","",""
"girlsjustwannahaveguns.com","30000000","2010","Girls Just Wanna Have Guns","https://mediabiasfactcheck.com/girls-just-wanna-have-guns/","L","FN","-0.6","","en","https://girlsjustwannahaveguns.com/","L","",""
"givesendgo.com","76601","2014","GiveSendGo","https://mediabiasfactcheck.com/givesendgo-bias-and-credibility/","M","FN","0.0","https://en.wikipedia.org/wiki/GiveSendGo","en","https://www.givesendgo.com/","L","",""
"glaciercountrynews.com","30000000","2019","Glacier Country News","https://mediabiasfactcheck.com/glacier-country-news-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://glaciercountrynews.com/","L","",""
"glitch.news","30000000","2015","Glitch.News","https://mediabiasfactcheck.com/glitch-news/","VL","CP","0.2","","en","https://glitch.news/","L","",""
"globalhealingcenter.com","3326987","1999","Global Healing Center","https://mediabiasfactcheck.com/global-healing-center/","M","CP","0.0","https://en.wikipedia.org/wiki/InfoWars","en","https://www.globalhealingcenter.com/","L","",""
"globalinfotoday.com","30000000","2016","Global Info Today","https://mediabiasfactcheck.com/global-info-today/","L","FN","0.0","","en","https://globalinfotoday.com/","L","",""
"globalpoliticsnow.com","30000000","2018","Global Politics Now","https://mediabiasfactcheck.com/global-politics-now/","L","FN","-0.7","","en","https://globalpoliticsnow.com/","L","",""
"globalresearch.ca","76818","2001","Global Research","https://mediabiasfactcheck.com/global-research/","L","CP","-0.8","https://en.wikipedia.org/wiki/Michel_Chossudovsky#Centre_for_Research_on_Globalization","en","https://www.globalresearch.ca/","L","",""
"globalskywatch.com","3651810","2009","Global Skywatch","https://mediabiasfactcheck.com/global-skywatch/","L","CP","0.0","","en","https://globalskywatch.com/","L","",""
"globaltimes.cn","42231","2003","Global Times","https://mediabiasfactcheck.com/global-times-china/","M","FN","0.0","https://en.wikipedia.org/wiki/Global_Times","en","https://www.globaltimes.cn/","L","",""
"globemagazine.com","7780189","1999","Globe Magazine","https://mediabiasfactcheck.com/globe-magazine/","VL","FN","0.2","","en","https://www.globemagazine.com/","L","",""
"gloucestertoday.com","30000000","2019","Gloucester Today","https://mediabiasfactcheck.com/gloucester-today-bias/","M","FN","-1.0","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://gloucestertoday.com/","L","",""
"gmo.news","12804813","","GMO.News","https://mediabiasfactcheck.com/gmo-news/","VL","CP","-0.2","https://en.wikipedia.org/wiki/Natural_News","en","https://gmo.news/","L","",""
"gmowatch.com","30000000","2004","GMO Watch","https://mediabiasfactcheck.com/gmo-watch-bias/","M","CP","0.0","","en","https://gmowatch.com/","L","",""
"gmwatch.org","2278532","2002","GMWatch","https://mediabiasfactcheck.com/gmwatch/","M","CP","0.0","","en","https://gmwatch.org/en/","L","",""
"gnews.org","208659","2012","G News","https://mediabiasfactcheck.com/gnews/","L","FN","-0.6","https://en.wikipedia.org/wiki/Guo_Wengui#G_News","en","https://gnews.org/","L","",""
"godandscience.org","3388852","1999","Evidence for God from Science","https://mediabiasfactcheck.com/evidence-for-god-from-science/","L","CP","0.7","","en","https://godandscience.org/","L","",""
"godfatherpolitics.com","4363682","2011","Godfather Politics","https://mediabiasfactcheck.com/godfather-politics/","M","FN","0.0","","en","https://godfatherpolitics.com/","L","",""
"godlikeproductions.com","20721","2000","Godlike Productions","https://mediabiasfactcheck.com/godlike-productions/","L","CP","-0.7","","en","https://www.godlikeproductions.com/","L","",""
"goldcountrytoday.com","30000000","2007","Gold Country Today","https://mediabiasfactcheck.com/gold-country-today/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://goldcountrytoday.com/","L","",""
"goldenstatetoday.com","30000000","2019","Golden State Today","https://mediabiasfactcheck.com/golden-state-today/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://goldenstatetoday.com/","L","",""
"goodgopher.com","7215770","2014","GoodGopher","https://mediabiasfactcheck.com/goodgopher/","VL","FN","0.0","","en","https://goodgopher.com/","L","",""
"goodsciencing.com","2419311","2021","Real Science","https://mediabiasfactcheck.com/real-science-goodsciencing-com-bias/","VL","FN","0.6","","en","https://goodsciencing.com/","L","",""
"goop.com","38289","1996","Goop","https://mediabiasfactcheck.com/goop/","L","CP","0.6","https://en.wikipedia.org/wiki/Goop_(company)","en","https://goop.com/","L","",""
"gop.com","202764","1999","Republican National Committee","https://mediabiasfactcheck.com/gop-com/","M","FN","0.1","https://en.wikipedia.org/wiki/Republican_National_Committee","en","https://gop.com/","L","",""
"gop.gov","955215","","House Republicans","https://mediabiasfactcheck.com/gop-gov-house-republicans/","M","FN","0.1","https://en.wikipedia.org/wiki/House_Republican_Conference","en","https://www.gop.gov/","L","",""
"gopdailybrief.com","5603776","2011","GOP Daily Brief","https://mediabiasfactcheck.com/gop-daily-brief-bias/","M","FN","0.0","https://en.wikipedia.org/wiki/Vici_Media_Group","en","https://gopdailybrief.com/","L","",""
"gotquestions.org","3228","2002","Got Questions","https://mediabiasfactcheck.com/got-questions-gotquestions-org/","L","CP","0.8","","en","https://www.gotquestions.org/","L","",""
"govtslaves.com","20790216","2008","Government Slaves","https://mediabiasfactcheck.com/government-slaves/","L","CP","0.0","","en","https://govtslaves.com/","L","",""
"grainoftruth.ca","30000000","2018","Grain of Truth","https://mediabiasfactcheck.com/grain-of-truth/","VL","FN","0.0","","en","https://grainoftruth.ca/","L","",""
"grandcanyontimes.com","4565303","2019","Grand Canyon Times","https://mediabiasfactcheck.com/grand-canyon-times/","M","FN","-0.4","https://en.wikipedia.org/wiki/Brian_Timpone","en","https://grandcanyontimes.com/","L","",""
